id,tested_positive
162,9.594205
163,9.594205
164,9.594205
165,9.594205
166,9.594205
167,9.594205
168,9.594205
169,9.594205
170,9.594205
171,9.594205
172,9.594205
173,9.594205
174,9.594205
175,9.594205
176,9.594205
177,9.594205
178,9.594205
179,9.594205
180,9.594205
181,9.594205
182,9.594205
183,9.594205
184,9.594205
185,9.594205
186,9.594205
187,9.594205
188,9.594205
189,9.594205
190,9.594205
191,9.594205
192,9.594205
193,9.594205
194,9.594205
195,9.594205
196,9.594205
197,9.594205
198,9.594205
199,9.594205
200,9.594205
201,9.594205
202,9.594205
203,9.594205
204,9.594205
205,9.594205
206,9.594205
207,9.594205
208,9.594205
209,9.594205
210,9.594205
211,9.594205
212,9.594205
213,9.594205
214,9.594205
215,9.594205
216,9.594205
217,9.594205
218,9.594205
219,9.594205
220,9.594205
221,9.594205
222,9.594205
223,9.594205
224,9.594205
225,9.594205
226,9.594205
227,9.594205
228,9.594205
229,9.594205
230,9.594205
231,9.594205
232,9.594205
233,9.594205
234,9.594205
235,9.594205
236,9.594205
237,9.594205
238,9.594205
239,9.594205
240,9.594205
241,9.594205
242,9.594205
243,9.594205
244,9.594205
245,9.594205
246,9.594205
247,9.594205
248,9.594205
249,9.594205
250,9.594205
251,9.594205
252,9.594205
253,9.594205
254,9.594205
255,9.594205
256,9.594205
257,9.594205
258,9.594205
259,9.594205
260,9.594205
261,9.594205
262,9.594205
263,9.594205
264,9.594205
265,9.594205
266,9.594205
267,9.594205
268,9.594205
269,9.594205
270,9.594205
271,9.594205
272,9.594205
273,9.594205
274,9.594205
275,9.594205
276,9.594205
277,9.594205
278,9.594205
279,9.594205
280,9.594205
281,9.594205
282,9.594205
283,9.594205
284,9.594205
285,9.594205
286,9.594205
287,9.594205
288,9.594205
289,9.594205
290,9.594205
291,9.594205
292,9.594205
293,9.594205
294,9.594205
295,9.594205
296,9.594205
297,9.594205
298,9.594205
299,9.594205
300,9.594205
301,9.594205
302,9.594205
303,9.594205
304,9.594205
305,9.594205
306,9.594205
307,9.594205
308,9.594205
309,9.594205
310,9.594205
311,9.594205
312,9.594205
313,9.594205
314,9.594205
315,9.594205
316,9.594205
317,9.594205
318,9.594205
319,9.594205
320,9.594205
321,9.594205
322,9.594205
323,9.594205
324,9.594205
325,9.594205
326,9.594205
327,9.594205
328,9.594205
329,9.594205
330,9.594205
331,9.594205
332,9.594205
333,9.594205
334,9.594205
335,9.594205
336,9.594205
337,9.594205
338,9.594205
339,9.594205
340,9.594205
341,9.594205
342,9.594205
343,9.594205
344,9.594205
345,9.594205
346,9.594205
347,9.594205
348,9.594205
349,9.594205
350,9.594205
351,9.594205
352,9.594205
353,9.594205
354,9.594205
355,9.594205
356,9.594205
357,9.594205
358,9.594205
359,9.594205
360,9.594205
361,9.594205
362,9.594205
363,9.594205
364,9.594205
365,9.594205
366,9.594205
367,9.594205
368,9.594205
369,9.594205
370,9.594205
371,9.594205
372,9.594205
373,9.594205
374,9.594205
375,9.594205
376,9.594205
377,9.594205
378,9.594205
379,9.594205
380,9.594205
381,9.594205
382,9.594205
383,9.594205
384,9.594205
385,9.594205
386,9.594205
387,9.594205
388,9.594205
389,9.594205
390,9.594205
391,9.594205
392,9.594205
393,9.594205
394,9.594205
395,9.594205
396,9.594205
397,9.594205
398,9.594205
399,9.594205
400,9.594205
401,9.594205
402,9.594205
403,9.594205
404,9.594205
405,9.594205
406,9.594205
407,9.594205
408,9.594205
409,9.594205
410,9.594205
411,9.594205
412,9.594205
413,9.594205
414,9.594205
415,9.594205
416,9.594205
417,9.594205
418,9.594205
419,9.594205
420,9.594205
421,9.594205
422,9.594205
423,9.594205
424,9.594205
425,9.594205
426,9.594205
427,9.594205
428,9.594205
429,9.594205
430,9.594205
431,9.594205
432,9.594205
433,9.594205
434,9.594205
435,9.594205
436,9.594205
437,9.594205
438,9.594205
439,9.594205
440,9.594205
441,9.594205
442,9.594205
443,9.594205
444,9.594205
445,9.594205
446,9.594205
447,9.594205
448,9.594205
449,9.594205
450,9.594205
451,9.594205
452,9.594205
453,9.594205
454,9.594205
455,9.594205
456,9.594205
457,9.594205
458,9.594205
459,9.594205
460,9.594205
461,9.594205
462,9.594205
463,9.594205
464,9.594205
465,9.594205
466,9.594205
467,9.594205
468,9.594205
469,9.594205
470,9.594205
471,9.594205
472,9.594205
473,9.594205
474,9.594205
475,9.594205
476,9.594205
477,9.594205
478,9.594205
479,9.594205
480,9.594205
481,9.594205
482,9.594205
483,9.594205
484,9.594205
485,9.594205
486,9.594205
487,9.594205
488,9.594205
489,9.594205
490,9.594205
491,9.594205
492,9.594205
493,9.594205
494,9.594205
495,9.594205
496,9.594205
497,9.594205
498,9.594205
499,9.594205
500,9.594205
501,9.594205
502,9.594205
503,9.594205
504,9.594205
505,9.594205
506,9.594205
507,9.594205
508,9.594205
509,9.594205
510,9.594205
511,9.594205
512,9.594205
513,9.594205
514,9.594205
515,9.594205
516,9.594205
517,9.594205
518,9.594205
519,9.594205
520,9.594205
521,9.594205
522,9.594205
523,9.594205
524,9.594205
525,9.594205
526,9.594205
527,9.594205
528,9.594205
529,9.594205
530,9.594205
531,9.594205
532,9.594205
533,9.594205
534,9.594205
535,9.594205
536,9.594205
537,9.594205
538,9.594205
539,9.594205
540,9.594205
541,9.594205
542,9.594205
543,9.594205
544,9.594205
545,9.594205
546,9.594205
547,9.594205
548,9.594205
549,9.594205
550,9.594205
551,9.594205
552,9.594205
553,9.594205
554,9.594205
555,9.594205
556,9.594205
557,9.594205
558,9.594205
559,9.594205
560,9.594205
561,9.594205
562,9.594205
563,9.594205
564,9.594205
565,9.594205
566,9.594205
567,9.594205
568,9.594205
569,9.594205
570,9.594205
571,9.594205
572,9.594205
573,9.594205
574,9.594205
575,9.594205
576,9.594205
577,9.594205
578,9.594205
579,9.594205
580,9.594205
581,9.594205
582,9.594205
583,9.594205
584,9.594205
585,9.594205
586,9.594205
587,9.594205
588,9.594205
589,9.594205
590,9.594205
591,9.594205
592,9.594205
593,9.594205
594,9.594205
595,9.594205
596,9.594205
597,9.594205
598,9.594205
599,9.594205
600,9.594205
601,9.594205
602,9.594205
603,9.594205
604,9.594205
605,9.594205
606,9.594205
607,9.594205
608,9.594205
609,9.594205
610,9.594205
611,9.594205
612,9.594205
613,9.594205
614,9.594205
615,9.594205
616,9.594205
617,9.594205
618,9.594205
619,9.594205
620,9.594205
621,9.594205
622,9.594205
623,9.594205
624,9.594205
625,9.594205
626,9.594205
627,9.594205
628,9.594205
629,9.594205
630,9.594205
631,9.594205
632,9.594205
633,9.594205
634,9.594205
635,9.594205
636,9.594205
637,9.594205
638,9.594205
639,9.594205
640,9.594205
641,9.594205
642,9.594205
643,9.594205
644,9.594205
645,9.594205
646,9.594205
647,9.594205
648,9.594205
649,9.594205
650,9.594205
651,9.594205
652,9.594205
653,9.594205
654,9.594205
655,9.594205
656,9.594205
657,9.594205
658,9.594205
659,9.594205
660,9.594205
661,9.594205
662,9.594205
663,9.594205
664,9.594205
665,9.594205
666,9.594205
667,9.594205
668,9.594205
669,9.594205
670,9.594205
671,9.594205
672,9.594205
673,9.594205
674,9.594205
675,9.594205
676,9.594205
677,9.594205
678,9.594205
679,9.594205
680,9.594205
681,9.594205
682,9.594205
683,9.594205
684,9.594205
685,9.594205
686,9.594205
687,9.594205
688,9.594205
689,9.594205
690,9.594205
691,9.594205
692,9.594205
693,9.594205
694,9.594205
695,9.594205
696,9.594205
697,9.594205
698,9.594205
699,9.594205
700,9.594205
701,9.594205
702,9.594205
703,9.594205
704,9.594205
705,9.594205
706,9.594205
707,9.594205
708,9.594205
709,9.594205
710,9.594205
711,9.594205
712,9.594205
713,9.594205
714,9.594205
715,9.594205
716,9.594205
717,9.594205
718,9.594205
719,9.594205
720,9.594205
721,9.594205
722,9.594205
723,9.594205
724,9.594205
725,9.594205
726,9.594205
727,9.594205
728,9.594205
729,9.594205
730,9.594205
731,9.594205
732,9.594205
733,9.594205
734,9.594205
735,9.594205
736,9.594205
737,9.594205
738,9.594205
739,9.594205
740,9.594205
741,9.594205
742,9.594205
743,9.594205
744,9.594205
745,9.594205
746,9.594205
747,9.594205
748,9.594205
749,9.594205
750,9.594205
751,9.594205
752,9.594205
753,9.594205
754,9.594205
755,9.594205
756,9.594205
757,9.594205
758,9.594205
759,9.594205
760,9.594205
761,9.594205
762,9.594205
763,9.594205
764,9.594205
765,9.594205
766,9.594205
767,9.594205
768,9.594205
769,9.594205
770,9.594205
771,9.594205
772,9.594205
773,9.594205
774,9.594205
775,9.594205
776,9.594205
777,9.594205
778,9.594205
779,9.594205
780,9.594205
781,9.594205
782,9.594205
783,9.594205
784,9.594205
785,9.594205
786,9.594205
787,9.594205
788,9.594205
789,9.594205
790,9.594205
791,9.594205
792,9.594205
793,9.594205
794,9.594205
795,9.594205
796,9.594205
797,9.594205
798,9.594205
799,9.594205
800,9.594205
801,9.594205
802,9.594205
803,9.594205
804,9.594205
805,9.594205
806,9.594205
807,9.594205
808,9.594205
809,9.594205
810,9.594205
811,9.594205
812,9.594205
813,9.594205
814,9.594205
815,9.594205
816,9.594205
817,9.594205
818,9.594205
819,9.594205
820,9.594205
821,9.594205
822,9.594205
823,9.594205
824,9.594205
825,9.594205
826,9.594205
827,9.594205
828,9.594205
829,9.594205
830,9.594205
831,9.594205
832,9.594205
833,9.594205
834,9.594205
835,9.594205
836,9.594205
837,9.594205
838,9.594205
839,9.594205
840,9.594205
841,9.594205
842,9.594205
843,9.594205
844,9.594205
845,9.594205
846,9.594205
847,9.594205
848,9.594205
849,9.594205
850,9.594205
851,9.594205
852,9.594205
853,9.594205
854,9.594205
855,9.594205
856,9.594205
857,9.594205
858,9.594205
859,9.594205
860,9.594205
861,9.594205
862,9.594205
863,9.594205
864,9.594205
865,9.594205
866,9.594205
867,9.594205
868,9.594205
869,9.594205
870,9.594205
871,9.594205
872,9.594205
873,9.594205
874,9.594205
875,9.594205
876,9.594205
877,9.594205
878,9.594205
879,9.594205
880,9.594205
881,9.594205
882,9.594205
883,9.594205
884,9.594205
885,9.594205
886,9.594205
887,9.594205
888,9.594205
889,9.594205
890,9.594205
891,9.594205
892,9.594205
893,9.594205
894,9.594205
895,9.594205
896,9.594205
897,9.594205
898,9.594205
899,9.594205
900,9.594205
901,9.594205
902,9.594205
903,9.594205
904,9.594205
905,9.594205
906,9.594205
907,9.594205
908,9.594205
909,9.594205
910,9.594205
911,9.594205
912,9.594205
913,9.594205
914,9.594205
915,9.594205
916,9.594205
917,9.594205
918,9.594205
919,9.594205
920,9.594205
921,9.594205
922,9.594205
923,9.594205
924,9.594205
925,9.594205
926,9.594205
927,9.594205
928,9.594205
929,9.594205
930,9.594205
931,9.594205
932,9.594205
933,9.594205
934,9.594205
935,9.594205
936,9.594205
937,9.594205
938,9.594205
939,9.594205
940,9.594205
941,9.594205
942,9.594205
943,9.594205
944,9.594205
945,9.594205
946,9.594205
947,9.594205
948,9.594205
949,9.594205
950,9.594205
951,9.594205
952,9.594205
953,9.594205
954,9.594205
955,9.594205
956,9.594205
957,9.594205
958,9.594205
959,9.594205
960,9.594205
961,9.594205
962,9.594205
963,9.594205
964,9.594205
965,9.594205
966,9.594205
967,9.594205
968,9.594205
969,9.594205
970,9.594205
971,9.594205
972,9.594205
973,9.594205
974,9.594205
975,9.594205
976,9.594205
977,9.594205
978,9.594205
979,9.594205
980,9.594205
981,9.594205
982,9.594205
983,9.594205
984,9.594205
985,9.594205
986,9.594205
987,9.594205
988,9.594205
989,9.594205
990,9.594205
991,9.594205
992,9.594205
993,9.594205
994,9.594205
995,9.594205
996,9.594205
997,9.594205
998,9.594205
999,9.594205
1000,9.594205
1001,9.594205
1002,9.594205
1003,9.594205
1004,9.594205
1005,9.594205
1006,9.594205
1007,9.594205
1008,9.594205
1009,9.594205
1010,9.594205
1011,9.594205
1012,9.594205
1013,9.594205
1014,9.594205
1015,9.594205
1016,9.594205
1017,9.594205
1018,9.594205
1019,9.594205
1020,9.594205
1021,9.594205
1022,9.594205
1023,9.594205
1024,9.594205
1025,9.594205
1026,9.594205
1027,9.594205
1028,9.594205
1029,9.594205
1030,9.594205
1031,9.594205
1032,9.594205
1033,9.594205
1034,9.594205
1035,9.594205
1036,9.594205
1037,9.594205
1038,9.594205
1039,9.594205
1040,9.594205
1041,9.594205
1042,9.594205
1043,9.594205
1044,9.594205
1045,9.594205
1046,9.594205
1047,9.594205
1048,9.594205
1049,9.594205
1050,9.594205
1051,9.594205
1052,9.594205
1053,9.594205
1054,9.594205
1055,9.594205
1056,9.594205
1057,9.594205
1058,9.594205
1059,9.594205
1060,9.594205
1061,9.594205
1062,9.594205
1063,9.594205
1064,9.594205
1065,9.594205
1066,9.594205
1067,9.594205
1068,9.594205
1069,9.594205
1070,9.594205
1071,9.594205
1072,9.594205
1073,9.594205
1074,9.594205
1075,9.594205
1076,9.594205
1077,9.594205
